Run,Event,Lumi,pt1,eta1,phi1,Q1,pt2,eta2,phi2,Q2,M
281693,167194761,87,46.948875,0.51660156,-2.7421875,1,34.69058,-0.38378906,0.43481445,-1,89.02117
281693,166337340,87,44.12382,0.24868774,2.9042969,-1,38.206055,-0.56762695,0.009496689,1,88.47726
281693,166409171,87,44.420494,-1.9621582,-1.9558105,1,44.00276,-1.5490723,1.2905273,-1,90.19657
281693,167392899,87,46.86051,-1.6662598,-0.92407227,-1,41.705933,-1.0627441,2.1489258,1,92.42295
281693,166629030,87,33.41752,-0.15698242,1.7246094,-1,31.235472,1.6115723,-1.1989746,1,91.29913
281693,166339176,87,54.819733,-1.8962402,1.3342285,-1,37.84618,-1.3354492,-1.826416,1,94.69915
281693,166058278,87,54.84825,0.8552246,1.8896484,-1,36.827003,0.5362549,-1.4318848,1,90.6734
281693,166769586,87,64.81008,0.43902588,2.7851562,1,37.78135,0.32202148,0.12284851,-1,96.31336
281693,167530359,87,42.660427,1.2355957,1.15625,-1,35.56813,-0.29559326,-1.795166,1,101.60682
281693,166826055,87,47.310684,0.16400146,2.2675781,-1,38.203648,0.58032227,-0.54345703,1,85.74338
281693,166351492,87,56.59254,-1.0900879,-1.3354492,-1,36.4039,-1.3994141,1.4047852,1,90.06697
281693,167508392,87,57.268867,0.014877319,-0.5307617,-1,30.911253,-1.0090332,2.0595703,1,92.630554
